"V1";"V2"
"Will Trump's Rasmussen approval be 47% or higher on Nov. 6?";"Trump's Rasmussen at 47+ on 11/6?"
"8.5% or higher";"8.5+"
"5.9% or lower";"5.9-"
"4.5% or higher";"4.5+"
"23.0% - 23.9%";"23.0-23.9"
"22.0% - 22.9%";"22.0-22.9"
"21.0% - 21.9%";"21.0-21.9"
"20.0% - 20.9%";"20.0-20.9"
"25.0% or higher";"25.0+"
"Will the UK officially exit the European Union by Feb. 1?";"Official Brexit by 2/1?"
"Will Mike Bloomberg file to run for president by 1/31?";"Will Bloomberg run by 1/31?"
"Will Trump meet with Xi Jinping by Dec. 31?";"Trump-Xi meeting by 12/31?"
"Jo Swinson";"Swinson"
"Anna Soubry";"Soubry"
"Linnard Harris Sr.";"Harris Sr."
"Sheila Bynum-Coleman";"Bynum-Coleman"
"Clinton Jenkins";"Jenkins"
"Chris Jones";"Jones"
"John Bell";"Bell"
"Geary Higgins";"Higgins"
"J. Maowad-Barrientos";"Maowad-Barrientos"
"56 or more";"56 or more"
"44.0% or higher";"44.0+"
"17 or fewer";"17-"
"22 or more";"22 or more"
"290 or more";"290+"
"280 - 289";"280 - 289"
"Will Trump's Rasmussen approval be 46% or higher on Nov. 13?";"Trump's Rasmussen at 46%+ on 11/13?"
"47.0% - 47.2%";"47.0%-47.2%"
"47.9% or higher";"47.9%+"
"46.7% - 46.9%";"46.7%-46.9%"
"46.4% - 46.6%";"46.4%-46.6%"
"47.3% - 47.5%";"47.3%-47.5%"
"47.6% - 47.8%";"47.6%-47.8%"
"46.3% or lower";"46.3%-"
"Will early elections in Israel be called by December 31?";"Israeli elections called by 12/31?"
"117 - 120";"117 - 120"
"121 - 124";"121 - 124"
"133 or more";"133+"
"112 or fewer";"112-"
"125 - 128";"125 - 128"
"129 - 132";"129 - 132"
"113 - 116";"113 - 116"
"44.0% - 44.3%";"44.0% - 44.3%"
"43.6% - 43.9%";"43.6% - 43.9%"
"44.4% or higher";"44.4%+"
"42.3% or lower";"42.3%-"
"43.2% - 43.5%";"43.2% - 43.5%"
"42.8% - 43.1%";"42.8% - 43.1%"
"42.4% - 42.7%";"42.4% - 42.7%"
"290 - 299";"290 - 299"
"Will Trump's Rasmussen approval be 46% or higher on Nov. 20?";"Trump's Rasmussen at 46%+ on 11/20?"
"240 or more";"240+"
"169 or fewer";"169 -"
"Will Tulsi Gabbard participate in the December Democratic debate?";"Will Gabbard participate in Dec. debate?"
"Will Andrew Yang participate in the December Democratic debate?";"Will Yang participate in Dec. debate?"
"Will Tom Steyer participate in the December Democratic debate?";"Will Steyer participate in Dec. debate?"
"Will Cory Booker participate in the December Democratic debate?";"Will Booker participate in Dec. debate?"
"2.5% to 3.0%";"2.5% - 3.0%"
"3.5% to 4.0%";"3.5% - 4.0%"
"0.5% to 1.0%";"0.5% - 1.0%"
"1.0% to 1.5%";"1.0% - 1.5%"
"1.5% to 2.0%";"1.5% - 2.0%"
"4.5% or more";"4.5%+"
"Less than 0.5%";"0.5%-"
"4.0% to 4.5%";"4.0% - 4.5%"
"3.0% to 3.5%";"3.0% - 3.5%"
"2.0% to 2.5%";"2.0% - 2.5%"
"Will Joe Biden stay RCP frontrunner through 12/30?";"Biden to stay RCP leader thru 12/30?"
"33 or fewer";"33-"
"34 - 36";"34 - 36"
"44.4% - 44.7%";"44.4% - 44.7%"
"43.1% or lower";"43.1%-"
"44.8% - 45.1%";"44.8% - 45.1%"
"45.2% or higher";"45.2%+"
"Will Yang see an RCP polling bump after the November debate?";"Yang RCP bump after November debate?"
"Will Harris see an RCP polling bump after the November debate?";"Harris RCP bump after November debate?"
"Will Warren see an RCP polling bump after the November debate?";"Warren RCP bump after November debate?"
"Will Sanders see an RCP polling bump after the November debate?";"Sanders RCP bump after November debate?"
"Will Biden see an RCP polling bump after the November debate?";"Biden RCP bump after November debate?"
"Will a November debate participant mention ""Hong Kong""?";"""Hong Kong"" mentioned at debate?"
"Will Michael Bloomberg participate in the December Democratic debate?";"Will Bloomberg take part in Dec. debate?"
"Will Pete Buttigieg see an RCP polling bump after the November debate?";"Buttigieg RCP bump after Nov. debate?"
"Will both Sanders and Warren mention ""billionaire""?";"Sanders & Warren mention ""billionaire""?"
"189 or fewer";"189-"
"Will Trump's Rasmussen approval be 48% or higher on Nov. 27?";"Trump's Rasmussen at 48%+ on 11/27?"
"189 or fewer";"189 -"
"47.3% or higher";"47.3%+"
"46.7% - 46.9%";"46.7% - 46.9%"
"46.4% - 46.6%";"46.4% - 46.6%"
"47.0% - 47.2%";"47.0% - 47.2%"
"46.1% - 46.3%";"46.1% - 46.3%"
"45.8% - 46.0%";"45.8% - 46.0%"
"45.7% or lower";"45.7%-"
"Will Tulsi Gabbard see an RCP polling bump after the November debate?";"Gabbard RCP bump after November debate?"
"5 or fewer";"5-"
"6 - 10";"6 - 10"
"11 - 15";"11 - 15"
"16 - 20";"16 - 20"
"21 - 25";"21 - 25"
"26 - 30";"26 - 30"
"31 - 35";"31 - 35"
"36 - 40";"36 - 40"
"41 or more";"41+"
"61 - 65";"61 - 65"
"81 or more";"81+"
"56 - 60";"56 - 60"
"51 - 55";"51 - 55"
"66 - 70";"66 - 70"
"71 - 75";"71 - 75"
"45 or fewer";"45-"
"76 - 80";"76 - 80"
"46 - 50";"46 - 50"
"42.7% or lower";"42.7%-"
"44.8% or higher";"44.8%+"
"41.4% - 41.6%";"41.4% - 41.6%"
"42.6% or higher";"42.6%+"
"42.0% - 42.2%";"42.0% - 42.2%"
"41.1% - 41.3%";"41.1% - 41.3%"
"41.7% - 41.9%";"41.7% - 41.9%"
"41.0% or lower";"41.0%-"
"356 - 365";"356 - 365"
"386 or more";"386+"
"376 - 385";"376 - 385"
"366 - 375";"366 - 375"
"346 - 355";"346 - 355"
"336 - 345";"336 - 345"
"326 - 335";"326 - 335"
"315 or fewer";"315-"
"316 - 325";"316 - 325"
"Will John Bolton publicly testify before Congress in 2019?";"Will Bolton publicly testify in 2019?"
"Will Trump's Rasmussen approval be 46% or higher on Dec. 4?";"Trump's Rasmussen at 46%+ on 12/4?"
"47.6% - 47.8%";"47.6% - 47.8%"
"47.3% - 47.5%";"47.3% - 47.5%"
"12 or fewer";"12-"
"Will Hillary Clinton  run for president by 12/30?";"Will Hillary run by 12/30?"
"41.6% - 41.9%";"41.6% - 41.9%"
"40.7% or lower";"40.7%-"
"42.8% or higher";"42.8%+"
"42.0% - 42.3%";"42.0% - 42.3%"
"40.8% - 41.1%";"40.8% - 41.1%"
"41.2% - 41.5%";"41.2% - 41.5%"
"10 - 14";"10 - 14"
"5 - 9";"5 - 9"
"Will Trump's Rasmussen approval be 49% or higher on Dec. 11?";"Trump's Rasmussen at 49%+ on 12/11?"
"Sylvester Turner";"Turner"
"Tony Buzbee";"Buzbee"
"Will there be a federal government shutdown on Dec. 21?";"Government shutdown on 12/21?"
"139 or fewer";"139 -"
"47.1% - 47.4%";"47.1% - 47.4%"
"46.7% - 47.0%";"46.7% - 47.0%"
"46.3% - 46.6%";"46.3% - 46.6%"
"45.9% - 46.2%";"45.9% - 46.2%"
"47.5% - 47.8%";"47.5% - 47.8%"
"45.8% or lower";"45.8%-"
"228 - 229";"228 - 229"
"216 - 217";"216 - 217"
"218 - 219";"218 - 219"
"220 - 221";"220 - 221"
"222 - 223";"222 - 223"
"224 - 225";"224 - 225"
"232 or more";"232+"
"226 - 227";"226 - 227"
"230 - 231";"230 - 231"
"1 - 2";"1 - 2"
"3 - 4";"3 - 4"
"5 - 6";"5 - 6"
"7 - 8";"7 - 8"
"9 - 10";"9 - 10"
"11 - 12";"11 - 12"
"13 - 14";"13 - 14"
"Will any House Republican vote Yea on any article of impeachment by Dec. 30?";"GOP impeachment Yea by 12/30?"
"Will any tariffs on China take effect on December 15?";"Any China tariffs take effect on 12/15?"
"310 or more";"310+"
"300 - 309";"300 - 309"
"Will another Democrat drop out before the Dec.19 debate?";"Another drop out before Dec. Dem debate?"
"Will Trump's Rasmussen approval be 51% or higher on Dec. 18?";"Trump's Rasmussen at 51%+ on 12/18?"
"12% to 14%";"12% to 14%"
"22% to 24%";"22% to 24%"
"10% to 12%";"10% to 12%"
"14% to 16%";"14% to 16%"
"18% to 20%";"18% to 20%"
"26% or more";"26%+"
"Less than 10%";"10%-"
"24% to 26%";"24% to 26%"
"20% to 22%";"20% to 22%"
"16% to 18%";"16% to 18%"
"Dec. 18";"Dec. 18"
"Dec. 13 or sooner";"Dec. 13-"
"Dec. 16";"Dec. 16"
"Dec. 14";"Dec. 14"
"Dec. 21 or later";"Dec. 21+"
"Dec. 20";"Dec. 20"
"Dec. 15";"Dec. 15"
"Dec. 17";"Dec. 17"
"Dec. 19";"Dec. 19"
"232 or more";"232 or more"
"Will Tulsi Gabbard vote Nay on any article of impeachment by 12/30?";"Gabbard Nay on impeachment by 12/30?"
"Will all seven Democrats debate on Dec. 19?";"All seven Democrats at a 12/19 debate?"
"555 or more";"555+"
"465 - 479";"465 - 479"
"480 - 494";"480 - 494"
"450 - 464";"450 - 464"
"495 - 509";"495 - 509"
"510 - 524";"510 - 524"
"449 or fewer";"449-"
"540 - 554";"540 - 554"
"525 - 539";"525 - 539"
"43.2% or higher";"43.2%+"
"41.1% or lower";"41.1%-"
"484 or fewer";"484-"
"590 or more";"590+"
"515 - 529";"515 - 529"
"575 - 589";"575 - 589"
"560 - 574";"560 - 574"
"530 - 544";"530 - 544"
"545 - 559";"545 - 559"
"485 - 499";"485 - 499"
"500 - 514";"500 - 514"
"329 or fewer";"329 -"
"390 - 399";"390 - 399"
"124 or fewer";"124-"
"150 - 154";"150 - 154"
"135 - 139";"135 - 139"
"140 - 144";"140 - 144"
"145 - 149";"145 - 149"
"155 - 159";"155 - 159"
"11 or more";"11+"
"Will Andrew Yang qualify for the January Democratic debate?";"Will Yang qualify for the Jan. debate?"
"Will Tulsi Gabbard qualify for the January Democratic debate?";"Will Gabbard qualify for Jan. debate?"
"Will Tom Steyer qualify for the January Democratic debate?";"Will Steyer qualify for the Jan. debate?"
"Will Michael Bloomberg qualify for the January Democratic debate?";"Will Bloomberg qualify for Jan. debate?"
"Will Cory Booker qualify for the January Democratic debate?";"Will Booker qualify for the Jan. debate?"
"Will Amy Klobuchar qualify for the January Democratic debate?";"Will Klobuchar qualify for Jan. debate?"
"Jan. 13 to 19";"Jan. 13 to 19"
"Jan. 6 to 12";"Jan. 6 to 12"
"Jan. 5 or earlier";"Jan. 5 -"
"Jan. 20 to 26";"Jan. 20 to 26"
"Jan. 27 to Feb. 2";"Jan. 27 to Feb. 2"
"Feb. 3 or later";"Feb. 3 +"
"43.6% or higher";"43.6%+"
"41.5% or lower";"41.5%-"
"320 - 329";"320 - 329"
"310 - 319";"310 - 319"
"269 or fewer";"269-"
"Will Hillary Clinton  run for president by Jan. 31?";"Will Hillary run by Jan. 31?"
"14 or fewer";"14 or fewer"
"19 or more";"19 or more"
"43.9% or lower";"43.9%-"
"45.2% - 45.5%";"45.2% - 45.5%"
"45.6% - 45.9%";"45.6% - 45.9%"
"46.0% or higher";"46.0%+"
"350 or more";"350+"
"21 - 24";"21 - 24"
"4 or fewer";"4 -"
"25 - 28";"25 - 28"
"9 - 12";"9 - 12"
"29 - 32";"29 - 32"
"17 - 20";"17 - 20"
"5 - 8";"5 - 8"
"33 or more";"33+"
"13 - 16";"13 - 16"
"129 or fewer";"129 -"
"13 - 15";"13 - 15"
"7 - 9";"7 - 9"
"19 - 21";"19 - 21"
"10 - 12";"10 - 12"
"16 - 18";"16 - 18"
"22 - 24";"22 - 24"
"4 - 6";"4 - 6"
"4.5% to 5.9%";"4.5% to 5.9%"
"0% to 1.4%";"0% to 1.4%"
"1.5% to 2.9%";"1.5% to 2.9%"
"3% to 4.4%";"3% to 4.4%"
"6% to 7.4%";"6% to 7.4%"
"7.5% to 8.9%";"7.5% to 8.9%"
"9% to 10.4%";"9% to 10.4%"
"10.5% to 11.9%";"10.5% to 11.9%"
"12% or higher";"12%+"
"5 or more";"5 or more"
"Will Mitt Romney vote to convict on any article of impeachment by Feb. 29?";"Romney vote to convict Trump by 2/29?"
"Will Doug Jones vote to acquit on any article of impeachment by Feb. 29?";"Jones vote to acquit Trump by 2/29?"
"319 or fewer";"319-"
"Will Lisa Murkowski vote to convict on any article of impeachment by Feb. 29?";"Murkowski vote to convict Trump by 2/29?"
"Will Susan Collins vote to convict on any article of impeachment by Feb. 29?";"Collins vote to convict Trump by 2/29?"
"Will Ben Sasse vote to convict on any article of impeachment by Feb. 29?";"Sasse vote to convict Trump by 2/29?"
"Will Joe Manchin vote to acquit on any article of impeachment by Feb. 29?";"Manchin vote to acquit Trump by 2/29?"
"43.6% - 43.9%";"45.6% - 45.9%"
"309 or fewer";"309-"
"380 or more";"380+"
"Will Andrew Yang qualify for the Feb. 7 Democratic debate?";"Will Yang qualify for the Feb. 7 debate?"
"245 - 248";"245 - 248"
"237 - 240";"237 - 240"
"224 or fewer";"224-"
"225 - 228";"225 - 228"
"229 - 232";"229 - 232"
"233 - 236";"233 - 236"
"241 - 244";"241 - 244"
"249 - 252";"249 - 252"
"253 or more";"253+"
"85";"85"
"81 or fewer";"81-"
"82";"82"
"83";"83"
"84";"84"
"86";"86"
"87";"87"
"88";"88"
"89 or more";"89+"
"46.0% - 46.3%";"46.0% - 46.3%"
"46.4% or higher";"46.4% or higher"
"37 or more";"37+"
"33 - 36";"33 - 36"
"16 or fewer";"16-"
"Will the Senate subpoena any witnesses in trial of President Trump by Feb. 7?";"Senate subpoenas any witnesses by 2/7?"
"44.0% or higher";"44.0%+"
"41.9% or lower";"41.9%-"
"79 or fewer";"79 -"
"Will Kyrsten Sinema vote to acquit on any article of impeachment by Feb. 29?";"Sinema vote to acquit Trump by 2/29?"
"249 or fewer";"249-"
"320 or more";"320+"
"Will Trump say ""exonerate"" in State of the Union on Feb. 4?";"Will Trump say ""exonerate"" in SOTU?"
"90 to 94";"90 - 94"
"70 to 74";"70 - 74"
"75 to 79";"75 - 79"
"80 to 84";"80 - 84"
"65 to 69";"65 - 69"
"85 to 89";"85 - 89"
"95 to 99";"95 - 99"
"75 to 79 minutes";"75 - 79"
"64 minutes or fewer";"64-"
"70 to 74 minutes";"70 - 74"
"80 to 84 minutes";"80 - 84"
"65 to 69 minutes";"65 - 69"
"85 to 89 minutes";"85 - 89"
"90 to 94 minutes";"90 - 94"
"100 minutes or more";"100+"
"95 to 99 minutes";"95 - 99"
"125 times or more";"125+"
"89 times or fewer";"89-"
"100 to 104 times";"100 - 104"
"105 to 109 times";"105 - 109"
"110 to 114 times";"110 - 114"
"115 to 119 times";"115 - 119"
"120 to 124 times";"120 - 124"
"90 to 94 times";"90 - 94"
"95 to 99 times";"95 - 99"
"45.2% to 45.5%";"45.2% - 45.5%"
"43.5% or lower";"43.5%-"
"45.6% to 45.9%";"45.6% - 45.9%"
"44.8% to 45.1%";"44.8% - 45.1%"
"43.6% to 43.9%";"43.6% - 43.9%"
"46.0% or higher";"46.0% or higher"
"44.4% to 44.7%";"44.4% - 44.7%"
"44.0% to 44.3%";"44.0% - 44.3%"
"253 - 255";"253 - 255"
"271 - 273";"271 - 273"
"252 or fewer";"252-"
"256 - 258";"256 - 258"
"259 - 261";"259 - 261"
"268 - 270";"268 - 270"
"262 - 264";"262 - 264"
"265 - 267";"265 - 267"
"274 or more";"274+"
"55 or fewer";"55-"
"63 or more";"63+"
"44.4% or higher";"44.4% or higher"
"41.9% or lower";"41.9% or lower"
"Less than 4%";"4%-"
"7% to 8%";"7% - 8%"
"8% to 9%";"8% - 9%"
"9% to 10%";"9% - 10%"
"4% to 5%";"4% - 5%"
"11% or more";"11%+"
"5% to 6%";"5% - 6%"
"6% to 7%";"6% - 7%"
"10% to 11%";"10% - 11%"
"Will Andrew Yang drop out before Super Tuesday?";"Will Yang drop out before Super Tuesday?"
"159 or fewer";"159 -"
"1.10°C to 1.19°C";"1.10°C - 1.19°C"
"1.00°C to 1.09°C";"1.00°C - 1.09°C"
"0.90°C  to 0.99°C";"0.90°C - 0.99°C"
"0.80°C to 0.89°C";"0.80°C - 0.89°C"
"0.69°C or lower";"0.69°C-"
"0.70°C to 0.79°C";"0.70°C - 0.79°C"
"1.20°C or higher";"1.20°C+"
"Will anyone endorse Bernie Sanders by February 15 per 538?";"Any major Bernie endorsements this week?"
"Will Amy Klobuchar qualify for the Feb. 19 Democratic debate?";"Klobuchar to qualify for Feb. 19 debate?"
"Will Michael Bloomberg qualify for the Feb. 19 Democratic debate?";"Bloomberg to qualify for Feb. 19 debate?"
"84 or less";"84-"
"120 or more";"120-"
"Any new endorsements for Sanders before Feb. 22 per 538?";"Any major Bernie endorsements this week?"
"Will Andrew Yang qualify for the Feb. 19 Democratic debate?";"Will Yang qualify for Feb. 19 debate?"
"Will Tom Steyer qualify for the Feb. 19 Democratic debate?";"Will Steyer qualify for Feb. 19 debate?"
"6 or more";"6+"
"42.8% to 43.1%";"42.8% - 43.1%"
"43.2% to 43.5%";"43.2% - 43.5%"
"42.4% to 42.7%";"42.4% - 42.7%"
"42.3% or lower";"42.3% or lower"
"Will Tom Steyer finish in the top three in the Nevada caucuses?";"Top three finish for Steyer in Nevada?"
"105 -109";"105 -109"
"Will Tom Steyer qualify for the Feb. 25 Democratic debate?";"Will Steyer qualify for Feb. 25 debate?"
"10% or more";"10%+"
"Less than 1%";"1%-"
"1% to 2%";"1% - 2%"
"2% to 3%";"2% - 3%"
"3% to 4%";"3% - 4%"
"Will 90% of Nevada precincts report results by noon (PT) Feb. 23?";"90% of NV precinct results by noon 2/23?"
"109 or fewer";"109 -"
"43.4% or lower";"43.4% or lower"
"43.5% to 43.8%";"43.5% - 43.8%"
"43.9% to 44.2%";"43.9% - 44.2%"
"44.3% to 44.6%";"44.3% - 44.6%"
"45.5% to 45.8%";"45.5% - 45.8%"
"45.1% to 45.4%";"45.1% - 45.4%"
"44.7% to 45.0%";"44.7% - 45.0%"
"45.9% or higher";"45.9%+"
"17 or fewer";"17 or fewer"
"8% or higher";"8%+"
"0% to 1%";"0% to 1%"
"1% to 2%";"1% to 2%"
"3% to 4%";"3% to 4%"
"4% to 5%";"4% to 5%"
"6% to 7%";"6% to 7%"
"7% to 8%";"7% to 8%"
"5% to 6%";"5% to 6%"
"2% to 3%";"2% to 3%"
"Will South Carolina hold a Republican presidential primary in 2020?";"SC GOP presidential primary in 2020?"
"Will Andrew Yang win at least one primary?";"Yang wins at least one primary?"
"Will Hillary Clinton file to run for president in February?";"Will Hillary run for President in Feb.?"
"Will Tom Steyer drop out before Super Tuesday?";"Steyer to drop out before Super Tuesday?"
"Will Joe Biden win at least one primary?";"Will Biden win at least one primary?"
"Will Tom Steyer finish in the top three in the South Carolina primary?";"Top three finish for Steyer in SC?"
"Will Elizabeth Warren finish in the top three in the South Carolina primary?";"Top three finish for Warren in SC?"
"Will Pete Buttigieg finish in the top three in the South Carolina primary?";"Top three finish for Buttigieg in SC?"
"Will more voters turn out in the South Carolina primary than in 2016?";"More votes in SC primary than in 2016?"
"33 or more";"33 or more"
"18 or fewer";"18 or fewer"
"19 to 20";"19 to 20"
"21 to 22";"21 to 22"
"23 to 24";"23 to 24"
"25 to 26";"25 to 26"
"27 to 28";"27 to 28"
"29 to 30";"29 to 30"
"31 to 32";"31 to 32"
"JuliÃ¡n Castro";"Castro"
"Will Mike Pompeo file to run for Senate by Mar. 1?";"Pompeo to run for Senate by 3/1?"
"Will George Papadopoulos finish in the top two in the CA-25 primary?";"Top 2 for Papdopoulos in CA-25 primary?"
"Will Joe Biden testify publicly in Senate trial by Mar. 31?";"Biden Senate trial testimony by 3/31?"
"Will John Bolton testify publicly in a Senate trial by Mar. 31?";"Bolton Senate trial testimony by 3/31?"
"Will Rudy Giuliani testify publicly in Senate trial by Mar. 31?";"Giuliani Senate trial testimony by 3/31?"
"Will Donald McGahn testify publicly in Senate trial by Mar. 31?";"McGahn Senate trial testimony by 3/31?"
"Will Mick Mulvaney testify publicly in Senate trial by Mar. 31?";"Mulvaney Senate trial testimony by 3/31?"
"Will Elizabeth Warren drop out before Super Tuesday?";"Warren to drop out before Super Tuesday?"
"Will Joe Biden drop out before Super Tuesday?";"Biden to drop out before Super Tuesday?"
"Will Amy Klobuchar drop out before Super Tuesday?";"Klobuchar dropout before Super Tuesday?"
"Will Michael Bloomberg drop out by March 31?";"Bloomberg to drop out by 3/31?"
"Will WHO declare COVID-19 to be a ""pandemic"" before Mar. 6?";"WHO declares COVID pandemic before 3/6?"
"99 or fewer";"99 -"
"42.7% to 43.0%";"42.7% - 43.0%"
"43.1% to 43.4%";"43.1% - 43.4%"
"42.2% or lower";"42.2% or lower"
"42.3% to 42.6%";"42.3% - 42.6%"
"44.7% or higher";"44.7%+"
"Will Elizabeth Warren drop out before Mar. 7?";"Warren to drop out before the weekend?"
"Will Tulsi Gabbard drop out before Mar. 7?";"Gabbard to drop out before the weekend?"
"Will Michael Bloomberg win at least one primary?";"Bloomberg wins at least one primary?"
"Will Steve Bullock file to run for Senate by March 9?";"Bullock to run for Senate by 3/9?"
"1.20Â°C to 1.29Â°C";"1.20Â°C - 1.29Â°C"
