"V1";"V2";"V3";"V4"
"How many tweets will @potus post from noon 5/17 - noon 5/24?";"@potus tweets noon 5/17 - noon 5/24?";"75 - 79";"75 - 79"
"How many tweets will @potus post from noon 5/17 - noon 5/24?";"@potus tweets noon 5/17 - noon 5/24?";"70 - 74";"70 - 74"
"How many tweets will @potus post from noon 5/17 - noon 5/24?";"@potus tweets noon 5/17 - noon 5/24?";"90 or more";"90+"
"What will the margin be in the 2019 special election in PA's 12th District?";"PA-12 special margin of victory?";"35% - 40%";"35% - 40%"
"What will the margin be in the 2019 special election in PA's 12th District?";"PA-12 special margin of victory?";"15% - 20%";"15% - 20%"
"What will the margin be in the 2019 special election in PA's 12th District?";"PA-12 special margin of victory?";"20% - 25%";"20% - 25%"
"What will the margin be in the 2019 special election in PA's 12th District?";"PA-12 special margin of victory?";"25% - 30%";"25% - 30%"
"What will the margin be in the 2019 special election in PA's 12th District?";"PA-12 special margin of victory?";"30% - 35%";"30% - 35%"
"What will the margin be in the 2019 special election in PA's 12th District?";"PA-12 special margin of victory?";"40% or more";"40+"
"What will the margin be in the 2019 special election in PA's 12th District?";"PA-12 special margin of victory?";"0% - 15%";"0% - 15%"
"What will the margin be in the 2019 Kentucky Dem gubernatorial primary?";"KY Dem gubernatorial margin of victory?";"0% - 10%";"0% - 10%"
"What will the margin be in the 2019 Kentucky Dem gubernatorial primary?";"KY Dem gubernatorial margin of victory?";"10% - 15%";"10% - 15%"
"What will the margin be in the 2019 Kentucky Dem gubernatorial primary?";"KY Dem gubernatorial margin of victory?";"15% - 20%";"15% - 20%"
"What will the margin be in the 2019 Kentucky Dem gubernatorial primary?";"KY Dem gubernatorial margin of victory?";"20% - 25%";"20% - 25%"
"What will the margin be in the 2019 Kentucky Dem gubernatorial primary?";"KY Dem gubernatorial margin of victory?";"25% - 30%";"25% - 30%"
"What will the margin be in the 2019 Kentucky Dem gubernatorial primary?";"KY Dem gubernatorial margin of victory?";"30% - 35%";"30% - 35%"
"What will the margin be in the 2019 Kentucky Dem gubernatorial primary?";"KY Dem gubernatorial margin of victory?";"35% or more";"35+"
"What will the margin be in the 2019 Kentucky GOP gubernatorial primary?";"KY GOP gubernatorial margin of victory?";"0% - 20%";"0% - 20%"
"What will the margin be in the 2019 Kentucky GOP gubernatorial primary?";"KY GOP gubernatorial margin of victory?";"40% - 45%";"40% - 45%"
"What will the margin be in the 2019 Kentucky GOP gubernatorial primary?";"KY GOP gubernatorial margin of victory?";"25% - 30%";"25% - 30%"
"What will the margin be in the 2019 Kentucky GOP gubernatorial primary?";"KY GOP gubernatorial margin of victory?";"35% - 40%";"35% - 40%"
"What will the margin be in the 2019 Kentucky GOP gubernatorial primary?";"KY GOP gubernatorial margin of victory?";"20% - 25%";"20% - 25%"
"What will the margin be in the 2019 Kentucky GOP gubernatorial primary?";"KY GOP gubernatorial margin of victory?";"30% - 35%";"30% - 35%"
"What will the margin be in the 2019 Kentucky GOP gubernatorial primary?";"KY GOP gubernatorial margin of victory?";"45% or more";"45+"
"What will Trump's RCP average job approval be at end of day May 27?";"Trump RCP avg. approval on 5/27?";"42.6% - 42.9%";"42.6-42.9"
"What will Trump's RCP average job approval be at end of day May 27?";"Trump RCP avg. approval on 5/27?";"42.1% or lower";"42.1-"
"What will Trump's RCP average job approval be at end of day May 27?";"Trump RCP avg. approval on 5/27?";"43.0% - 43.3%";"43.0-43.3"
"What will Trump's RCP average job approval be at end of day May 27?";"Trump RCP avg. approval on 5/27?";"42.2% - 42.5%";"42.2-42.5"
"What will Trump's RCP average job approval be at end of day May 27?";"Trump RCP avg. approval on 5/27?";"43.8% - 44.1%";"43.8-44.1"
"What will Trump's RCP average job approval be at end of day May 27?";"Trump RCP avg. approval on 5/27?";"44.2% or higher";"44.2+"
"What will Trump's RCP average job approval be at end of day May 27?";"Trump RCP avg. approval on 5/27?";"43.4% - 43.7%";"43.4-43.7"
"Will John Delaney participate in June 26-27 Democratic debate?";"Will Delaney participate in June debate?";"Will John Delaney participate in June 26-27 Democratic debate?";"Will Delaney participate in June debate?"
"Will Eric Swalwell participate in June 26-27 Democratic debate?";"Swalwell participate in June debate?";"Will Eric Swalwell participate in June 26-27 Democratic debate?";"Swalwell participate in June debate?"
"Will Steve Bullock participate in June 26-27 Democratic debate?";"Will Bullock participate in June debate?";"Will Steve Bullock participate in June 26-27 Democratic debate?";"Will Bullock participate in June debate?"
"Will Kirsten Gillibrand participate in June 26-27 Democratic debate?";"Gillibrand participate in June debate?";"Will Kirsten Gillibrand participate in June 26-27 Democratic debate?";"Gillibrand participate in June debate?"
"Will Jay Inslee participate in June 26-27 Democratic debate?";"Will Inslee participate in June debate?";"Will Jay Inslee participate in June 26-27 Democratic debate?";"Will Inslee participate in June debate?"
"What will Trump's 538 job approval index be for May 28?";"Trump 538 approval on 5/28?";"41.1% - 41.3%";"41.1-41.3"
"What will Trump's 538 job approval index be for May 28?";"Trump 538 approval on 5/28?";"42.6% or higher";"42.6+"
"What will Trump's 538 job approval index be for May 28?";"Trump 538 approval on 5/28?";"41.4% - 41.6%";"41.4-41.6"
"What will Trump's 538 job approval index be for May 28?";"Trump 538 approval on 5/28?";"42.0% - 42.2%";"42.0-42.2"
"What will Trump's 538 job approval index be for May 28?";"Trump 538 approval on 5/28?";"41.7% - 41.9%";"41.7-41.9"
"What will Trump's 538 job approval index be for May 28?";"Trump 538 approval on 5/28?";"42.3% - 42.5%";"42.3-42.5"
"What will Trump's 538 job approval index be for May 28?";"Trump 538 approval on 5/28?";"41.0% or lower";"41.0-"
"How many @realDonaldTrump tweets mention ""Sleepy Joe"" noon 5/21 - noon 5/28?";"Trump ""Sleepy Joe"" tweets noon 5/21-28?";"1-2 tweets";"1-2"
"How many @realDonaldTrump tweets mention ""Sleepy Joe"" noon 5/21 - noon 5/28?";"Trump ""Sleepy Joe"" tweets noon 5/21-28?";"17 or more";"17+"
"How many @realDonaldTrump tweets mention ""Sleepy Joe"" noon 5/21 - noon 5/28?";"Trump ""Sleepy Joe"" tweets noon 5/21-28?";"11-12 tweets";"11-12"
"How many @realDonaldTrump tweets mention ""Sleepy Joe"" noon 5/21 - noon 5/28?";"Trump ""Sleepy Joe"" tweets noon 5/21-28?";"9-10 tweets";"9-10"
"How many @realDonaldTrump tweets mention ""Sleepy Joe"" noon 5/21 - noon 5/28?";"Trump ""Sleepy Joe"" tweets noon 5/21-28?";"7-8 tweets";"7-8"
"How many @realDonaldTrump tweets mention ""Sleepy Joe"" noon 5/21 - noon 5/28?";"Trump ""Sleepy Joe"" tweets noon 5/21-28?";"5-6 tweets";"5-6"
"How many @realDonaldTrump tweets mention ""Sleepy Joe"" noon 5/21 - noon 5/28?";"Trump ""Sleepy Joe"" tweets noon 5/21-28?";"3-4 tweets";"3-4"
"How many @realDonaldTrump tweets mention ""Sleepy Joe"" noon 5/21 - noon 5/28?";"Trump ""Sleepy Joe"" tweets noon 5/21-28?";"0 tweets";"0"
"How many @realDonaldTrump tweets mention ""Sleepy Joe"" noon 5/21 - noon 5/28?";"Trump ""Sleepy Joe"" tweets noon 5/21-28?";"13-14 tweets";"13-14"
"How many @realDonaldTrump tweets mention ""Sleepy Joe"" noon 5/21 - noon 5/28?";"Trump ""Sleepy Joe"" tweets noon 5/21-28?";"15-16 tweets";"15-16"
"How many @realDonaldTrump tweets mention ""fake news"" noon 5/21 - noon 5/28?";"Trump ""fake news"" tweets noon 5/21-28?";"1-2 tweets";"1-2"
"How many @realDonaldTrump tweets mention ""fake news"" noon 5/21 - noon 5/28?";"Trump ""fake news"" tweets noon 5/21-28?";"17 or more";"17+"
"How many @realDonaldTrump tweets mention ""fake news"" noon 5/21 - noon 5/28?";"Trump ""fake news"" tweets noon 5/21-28?";"11-12 tweets";"11-12"
"How many @realDonaldTrump tweets mention ""fake news"" noon 5/21 - noon 5/28?";"Trump ""fake news"" tweets noon 5/21-28?";"9-10 tweets";"9-10"
"How many @realDonaldTrump tweets mention ""fake news"" noon 5/21 - noon 5/28?";"Trump ""fake news"" tweets noon 5/21-28?";"7-8 tweets";"7-8"
"How many @realDonaldTrump tweets mention ""fake news"" noon 5/21 - noon 5/28?";"Trump ""fake news"" tweets noon 5/21-28?";"5-6 tweets";"5-6"
"How many @realDonaldTrump tweets mention ""fake news"" noon 5/21 - noon 5/28?";"Trump ""fake news"" tweets noon 5/21-28?";"3-4 tweets";"3-4"
"How many @realDonaldTrump tweets mention ""fake news"" noon 5/21 - noon 5/28?";"Trump ""fake news"" tweets noon 5/21-28?";"0 tweets";"0"
"How many @realDonaldTrump tweets mention ""fake news"" noon 5/21 - noon 5/28?";"Trump ""fake news"" tweets noon 5/21-28?";"13-14 tweets";"13-14"
"How many @realDonaldTrump tweets mention ""fake news"" noon 5/21 - noon 5/28?";"Trump ""fake news"" tweets noon 5/21-28?";"15-16 tweets";"15-16"
"How many tweets will @realDonaldTrump post from noon May 22 to noon May 29?";"@realDonaldTrump tweets 5/22 - 5/29?";"109 or fewer";"109-"
"How many tweets will @realDonaldTrump post from noon May 22 to noon May 29?";"@realDonaldTrump tweets 5/22 - 5/29?";"160 or more";"160+"
"How many tweets will @realDonaldTrump post from noon May 22 to noon May 29?";"@realDonaldTrump tweets 5/22 - 5/29?";"110 - 119";"110 - 119"
"How many tweets will @realDonaldTrump post from noon May 22 to noon May 29?";"@realDonaldTrump tweets 5/22 - 5/29?";"150 - 159";"150 - 159"
"How many tweets will @realDonaldTrump post from noon May 22 to noon May 29?";"@realDonaldTrump tweets 5/22 - 5/29?";"140 - 149";"140 - 149"
"How many tweets will @realDonaldTrump post from noon May 22 to noon May 29?";"@realDonaldTrump tweets 5/22 - 5/29?";"120 - 129";"120 - 129"
"How many tweets will @realDonaldTrump post from noon May 22 to noon May 29?";"@realDonaldTrump tweets 5/22 - 5/29?";"130 - 139";"130 - 139"
"Will Trump's Rasmussen approval be 46% or higher on May 29?";"Trump's Rasmussen at 46+ on 5/29?";"Will Trump's Rasmussen approval be 46% or higher on May 29?";"Trump's Rasmussen at 46+ on 5/29?"
"Who will be next RCP Dem frontrunner by Sep. 30?";"Next RCP Dem frontrunner by 9/30?";"Amy Klobuchar";"Klobuchar"
"Who will be next RCP Dem frontrunner by Sep. 30?";"Next RCP Dem frontrunner by 9/30?";"Kamala Harris";"Harris"
"Who will be next RCP Dem frontrunner by Sep. 30?";"Next RCP Dem frontrunner by 9/30?";"Bernie Sanders";"Sanders"
"Who will be next RCP Dem frontrunner by Sep. 30?";"Next RCP Dem frontrunner by 9/30?";"Julián Castro";"Castro"
"Who will be next RCP Dem frontrunner by Sep. 30?";"Next RCP Dem frontrunner by 9/30?";"Elizabeth Warren";"Warren"
"Who will be next RCP Dem frontrunner by Sep. 30?";"Next RCP Dem frontrunner by 9/30?";"Cory Booker";"Booker"
"Who will be next RCP Dem frontrunner by Sep. 30?";"Next RCP Dem frontrunner by 9/30?";"Beto O'Rourke";"O'Rourke"
"Who will be next RCP Dem frontrunner by Sep. 30?";"Next RCP Dem frontrunner by 9/30?";"Pete Buttigieg";"Buttigieg"
"What will minimum agreed fine on Facebook be, per FTC announcement by 7/31?";"Minimum FTC fine on Facebook by 7/31?";"$5.0B or more";"$5.0B+"
"What will minimum agreed fine on Facebook be, per FTC announcement by 7/31?";"Minimum FTC fine on Facebook by 7/31?";"$4.5-5.0B";"$4.5-5.0B"
"What will minimum agreed fine on Facebook be, per FTC announcement by 7/31?";"Minimum FTC fine on Facebook by 7/31?";"$3.0-3.5B";"$3.0-3.5B"
"What will minimum agreed fine on Facebook be, per FTC announcement by 7/31?";"Minimum FTC fine on Facebook by 7/31?";"Less than $3.0B";"$3.0B-"
"What will minimum agreed fine on Facebook be, per FTC announcement by 7/31?";"Minimum FTC fine on Facebook by 7/31?";"$3.5-4.0B";"$3.5-4.0B"
"What will minimum agreed fine on Facebook be, per FTC announcement by 7/31?";"Minimum FTC fine on Facebook by 7/31?";"$4.0-4.5B";"$4.0-4.5B"
"How many tweets will @whitehouse post from noon May 23 to noon May 30?";"@whitehouse tweets 5/23 - 5/30?";"130 - 139";"130 - 139"
"How many tweets will @whitehouse post from noon May 23 to noon May 30?";"@whitehouse tweets 5/23 - 5/30?";"129 or fewer";"129-"
"How many tweets will @whitehouse post from noon May 23 to noon May 30?";"@whitehouse tweets 5/23 - 5/30?";"140 - 149";"140 - 149"
"How many tweets will @whitehouse post from noon May 23 to noon May 30?";"@whitehouse tweets 5/23 - 5/30?";"150 - 159";"150 - 159"
"How many tweets will @whitehouse post from noon May 23 to noon May 30?";"@whitehouse tweets 5/23 - 5/30?";"160 - 169";"160 - 169"
"How many tweets will @whitehouse post from noon May 23 to noon May 30?";"@whitehouse tweets 5/23 - 5/30?";"170 - 179";"170 - 179"
"How many tweets will @whitehouse post from noon May 23 to noon May 30?";"@whitehouse tweets 5/23 - 5/30?";"180 or more";"180+"
"How many tweets will @vp post from noon 5/24 - noon 5/31?";"@vp tweets noon 5/24 - noon 5/31?";"45 - 49";"45 - 49"
"How many tweets will @vp post from noon 5/24 - noon 5/31?";"@vp tweets noon 5/24 - noon 5/31?";"34 or fewer";"34-"
"How many tweets will @vp post from noon 5/24 - noon 5/31?";"@vp tweets noon 5/24 - noon 5/31?";"55 - 59";"55 - 59"
"How many tweets will @vp post from noon 5/24 - noon 5/31?";"@vp tweets noon 5/24 - noon 5/31?";"60 or more";"60+"
"How many tweets will @vp post from noon 5/24 - noon 5/31?";"@vp tweets noon 5/24 - noon 5/31?";"50 - 54";"50 - 54"
"How many tweets will @vp post from noon 5/24 - noon 5/31?";"@vp tweets noon 5/24 - noon 5/31?";"35 - 39";"35 - 39"
"How many tweets will @vp post from noon 5/24 - noon 5/31?";"@vp tweets noon 5/24 - noon 5/31?";"40 - 44";"40 - 44"
"How many tweets will @potus post from noon 5/24 - noon 5/31?";"@potus tweets noon 5/24 - noon 5/31?";"65 - 69";"65 - 69"
"How many tweets will @potus post from noon 5/24 - noon 5/31?";"@potus tweets noon 5/24 - noon 5/31?";"59 or fewer";"59-"
"How many tweets will @potus post from noon 5/24 - noon 5/31?";"@potus tweets noon 5/24 - noon 5/31?";"80 - 84";"80 - 84"
"How many tweets will @potus post from noon 5/24 - noon 5/31?";"@potus tweets noon 5/24 - noon 5/31?";"60 - 64";"60 - 64"
"How many tweets will @potus post from noon 5/24 - noon 5/31?";"@potus tweets noon 5/24 - noon 5/31?";"75 - 79";"75 - 79"
"How many tweets will @potus post from noon 5/24 - noon 5/31?";"@potus tweets noon 5/24 - noon 5/31?";"70 - 74";"70 - 74"
"How many tweets will @potus post from noon 5/24 - noon 5/31?";"@potus tweets noon 5/24 - noon 5/31?";"85 or more";"85+"
"What will Trump's RCP average job approval be at end of day June 3?";"Trump RCP avg. approval on 6/3?";"43.0% - 43.3%";"43.0-43.3"
"What will Trump's RCP average job approval be at end of day June 3?";"Trump RCP avg. approval on 6/3?";"42.6% - 42.9%";"42.6-42.9"
"What will Trump's RCP average job approval be at end of day June 3?";"Trump RCP avg. approval on 6/3?";"42.1% or lower";"42.1-"
"What will Trump's RCP average job approval be at end of day June 3?";"Trump RCP avg. approval on 6/3?";"42.2% - 42.5%";"42.2-42.5"
"What will Trump's RCP average job approval be at end of day June 3?";"Trump RCP avg. approval on 6/3?";"43.8% - 44.1%";"43.8-44.1"
"What will Trump's RCP average job approval be at end of day June 3?";"Trump RCP avg. approval on 6/3?";"44.2% or higher";"44.2+"
"What will Trump's RCP average job approval be at end of day June 3?";"Trump RCP avg. approval on 6/3?";"43.4% - 43.7%";"43.4-43.7"
"What will Trump's 538 job approval index be for June 4?";"Trump 538 approval on 6/4?";"41.4% - 41.6%";"41.4-41.6"
"What will Trump's 538 job approval index be for June 4?";"Trump 538 approval on 6/4?";"41.7% - 41.9%";"41.7-41.9"
"What will Trump's 538 job approval index be for June 4?";"Trump 538 approval on 6/4?";"42.0% or higher";"42.0+"
"What will Trump's 538 job approval index be for June 4?";"Trump 538 approval on 6/4?";"41.1% - 41.3%";"41.1-41.3"
"What will Trump's 538 job approval index be for June 4?";"Trump 538 approval on 6/4?";"40.8% - 41.0%";"40.8-41.0"
"What will Trump's 538 job approval index be for June 4?";"Trump 538 approval on 6/4?";"40.5% - 40.7%";"40.5-40.7"
"What will Trump's 538 job approval index be for June 4?";"Trump 538 approval on 6/4?";"40.4% or lower";"40.4-"
"How many @realDonaldTrump tweets mention ""fake news"" noon 5/28 - noon 6/4?";"Trump ""fake news"" tweets noon 5/28-6/4?";"6 tweets";"6"
"How many @realDonaldTrump tweets mention ""fake news"" noon 5/28 - noon 6/4?";"Trump ""fake news"" tweets noon 5/28-6/4?";"9 or more";"9+"
"How many @realDonaldTrump tweets mention ""fake news"" noon 5/28 - noon 6/4?";"Trump ""fake news"" tweets noon 5/28-6/4?";"7 tweets";"7"
"How many @realDonaldTrump tweets mention ""fake news"" noon 5/28 - noon 6/4?";"Trump ""fake news"" tweets noon 5/28-6/4?";"5 tweets";"5"
"How many @realDonaldTrump tweets mention ""fake news"" noon 5/28 - noon 6/4?";"Trump ""fake news"" tweets noon 5/28-6/4?";"4 tweets";"4"
"How many @realDonaldTrump tweets mention ""fake news"" noon 5/28 - noon 6/4?";"Trump ""fake news"" tweets noon 5/28-6/4?";"3 tweets";"3"
"How many @realDonaldTrump tweets mention ""fake news"" noon 5/28 - noon 6/4?";"Trump ""fake news"" tweets noon 5/28-6/4?";"2 tweets";"2"
"How many @realDonaldTrump tweets mention ""fake news"" noon 5/28 - noon 6/4?";"Trump ""fake news"" tweets noon 5/28-6/4?";"0 tweets";"0"
"How many @realDonaldTrump tweets mention ""fake news"" noon 5/28 - noon 6/4?";"Trump ""fake news"" tweets noon 5/28-6/4?";"8 tweets";"8"
"How many @realDonaldTrump tweets mention ""fake news"" noon 5/28 - noon 6/4?";"Trump ""fake news"" tweets noon 5/28-6/4?";"1 tweet";"1"
"How many @realDonaldTrump tweets mention ""Mueller"" noon 5/28 - noon 6/4?";"Trump ""Mueller"" tweets noon 5/28-6/4?";"9 or more";"9+"
"How many @realDonaldTrump tweets mention ""Mueller"" noon 5/28 - noon 6/4?";"Trump ""Mueller"" tweets noon 5/28-6/4?";"7 tweets";"7"
